Job title ,Hiring Company,Comapny Address,Shift,Links
Python Backend Developer,"Bonocle, Inc.","Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/pMu2xKvv67b6-Python-Backend-Developer-Bonocle-Inc-Cairo-Egypt?o=15&l=sp&t=sj&a=python|search-v3|hpb|spbg
Python With Pandas.,Cegedim,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Mz2c4SZcNbI0-Python-With-Pandas-Cegedim-Cairo-Egypt?o=16&l=sp&t=sj&a=python|search-v3|hpb|spbg
Full Stack Python Developer,Div Systems,"Mokattam, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/GelxQqszHihh-Full-Stack-Python-Developer-Div-Systems-Cairo-Egypt?o=17&l=sp&t=sj&a=python|search-v3|hpb|spbg
Software Developer,Confidential -,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/im3c7cBz542L-Software-Developer-Cairo-Egypt?o=18&l=sp&t=sj&a=python|search-v3|hpb|spbg
Intermediate Odoo Developer,Technic,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/ZKkOqET8uGXQ-Intermediate-Odoo-Developer-Technic-Cairo-Egypt?o=19&l=sp&t=sj&a=python|search-v3|hpb|spbg
Junior Software Tester,RDI,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/hItW6no6a4qO-Junior-Software-Tester-RDI-Giza-Egypt?o=20&l=sp&t=sj&a=python|search-v3|hpb|spbg
Odoo Developer,Confidential -,"Sheikh Zayed, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/t27Jqh23gv03-Odoo-Developer-Giza-Egypt?o=21&l=sp&t=sj&a=python|search-v3|hpb|spbg
Odoo Developer,Crevisoft Corporation,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/kZDSiZgPQLrN-Odoo-Developer-Crevisoft-Corporation-Cairo-Egypt?o=22&l=sp&t=sj&a=python|search-v3|hpb|spbg
Devops Engineer,Master Linux,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/dKBTlWSXa0vH-Devops-Engineer-Master-Linux-Cairo-Egypt?o=23&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Odoo Developer,Confidential -,"Mohandessin, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/ddnC0CbFDtJm-Senior-Odoo-Developer-Giza-Egypt?o=24&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Full Stack Ruby On Rails Developer,Flairstech,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/UjS3eAERPiEQ-Senior-Full-Stack-Ruby-On-Rails-Developer-Flairstech-Cairo-Egypt?o=25&l=sp&t=sj&a=python|search-v3|hpb|spbg
Big Data Engineer - Jumia Food,Jumia,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/VJiL96W9vv81-Big-Data-Engineer---Jumia-Food-Jumia-Cairo-Egypt?o=26&l=sp&t=sj&a=python|search-v3|hpb|spbg
Full Stack Developer,Dafater,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/sh3smN7haHc7-Full-Stack-Developer-Dafater-Cairo-Egypt?o=27&l=sp&t=sj&a=python|search-v3|hpb|spbg
Fixed Broadband Services Planning Principal Engineer,Etisalat Misr,"Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/S2dLviReqBBv-Fixed-Broadband-Services-Planning-Principal-Engineer-Etisalat-Misr-Cairo-Egypt?o=28&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Software Engineer,Nana,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/l7NRt1wsjeJ4-Senior-Software-Engineer-Nana-Cairo-Egypt?o=29&l=sp&t=sj&a=python|search-v3|hpb|spbg
NLP Engineer,Master Linux,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/67v9IcnKyNAn-NLP-Engineer-Master-Linux-Cairo-Egypt?o=30&l=sp&t=sj&a=python|search-v3|hpb|spbg
Programmer,El Nasr Group,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/gMdcGGEbJAXz-Programmer-El-Nasr-Group-Cairo-Egypt?o=31&l=sp&t=sj&a=python|search-v3|hpb|spbg
Embedded Linux Software Engineer,Bee Digital 360,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/DPuKaconUXNo-Embedded-Linux-Software-Engineer-Bee-Digital-360-Giza-Egypt?o=32&l=sp&t=sj&a=python|search-v3|hpb|spbg
Front End Web Developer - Django,Centro Global Solutions,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/mixG5SOnOMFM-Front-End-Web-Developer---Django-Centro-Global-Solutions-Cairo-Egypt?o=33&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Odoo Developer,Peerless,"Giza, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/RdsJ7Gedr7vi-Senior-Odoo-Developer-Peerless-Giza-Egypt?o=34&l=sp&t=sj&a=python|search-v3|hpb|spbg
Back-End Developer,Blnk Consumer Finance,"Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/iJqdu9gjo3cD-Back-End-Developer-Blnk-Consumer-Finance-Giza-Egypt?o=35&l=sp&t=sj&a=python|search-v3|hpb|spbg
Linux Administrator - (Remote),ServerHub,"Dallas, United States ",Full time,https://wuzzuf.net/jobs/p/wUvh25XwmKpB-Linux-Administrator---Remote-ServerHub-Dallas-United-States?o=36&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Software Engineer-Full Stack,WEmng,"Nasr City, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/9xNru5RifnCm-Senior-Software-Engineer-Full-Stack-WEmng-Cairo-Egypt?o=37&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Odoo Developer & Implementer,EZI Codes,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/HAltqwwHqeyv-Senior-Odoo-Developer-Implementer-EZI-Codes-Cairo-Egypt?o=38&l=sp&t=sj&a=python|search-v3|hpb|spbg
DevOps Engineer / Site Reliability Engineer - Jumia Pay,Jumia,"Cairo, Egypt ",Freelance / Project,https://wuzzuf.net/jobs/p/zdJdcONz3H5d-DevOps-Engineer-Site-Reliability-Engineer---Jumia-Pay-Jumia-Cairo-Egypt?o=39&l=sp&t=sj&a=python|search-v3|hpb|spbg
Computer Science Instructor Steam,iSchool,"New Cairo, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/Rk1gnObBqccA-Computer-Science-Instructor-Steam-iSchool-Cairo-Egypt?o=40&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior DevOps Engineer,Trufla,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/F21wOCg40P51-Senior-DevOps-Engineer-Trufla-Cairo-Egypt?o=41&l=sp&t=sj&a=python|search-v3|hpb|spbg
Business Analyst (SW Solutions),CRIF EGYPT,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/OXPlysRbdyKO-Business-Analyst-SW-Solutions-CRIF-EGYPT-Cairo-Egypt?o=42&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior JavaScript Developer - Cairo,Paymob Solutions,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/YsyV4sqiwgIA-Senior-JavaScript-Developer---Cairo-Paymob-Solutions-Cairo-Egypt?o=43&l=sp&t=sj&a=python|search-v3|hpb|spbg
Robotics Instructor (Steam),iSchool,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/YHkM0RmVlOkE-Robotics-Instructor-Steam-iSchool-Cairo-Egypt?o=44&l=sp&t=sj&a=python|search-v3|hpb|spbg
Sr. Data Visualization And Support Engineer,e-finance,"Smart Village, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/xAKu0TiUNoVB-Sr-Data-Visualization-And-Support-Engineer-e-finance-Giza-Egypt?o=45&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Linux System Engineer,Link Datacenter,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/jLP52T04Wnxq-Senior-Linux-System-Engineer-Link-Datacenter-Giza-Egypt?o=46&l=sp&t=sj&a=python|search-v3|hpb|spbg
Junior Odoo Developer,Confidential -,"Mohandessin, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/OEWW8SClZEpB-Junior-Odoo-Developer-Giza-Egypt?o=47&l=sp&t=sj&a=python|search-v3|hpb|spbg
Automation QA Specialist,Confidential -,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/TMyC83ZnpIIM-Automation-QA-Specialist-Cairo-Egypt?o=48&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Data Analyst,Nana,"Sheraton, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/1AUith8WXZ0C-Senior-Data-Analyst-Nana-Cairo-Egypt?o=49&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Front End Developer - React,Trufla,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/olSifCz4yD7b-Senior-Front-End-Developer---React-Trufla-Cairo-Egypt?o=50&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Machine Learning Engineer (NLP),Botit,"Downtown, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/8MPpHbAICLKQ-Senior-Machine-Learning-Engineer-NLP-Botit-Cairo-Egypt?o=51&l=sp&t=sj&a=python|search-v3|hpb|spbg
JavaScript Team Leader,Nagwa,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Fejg0TLn4udl-JavaScript-Team-Leader-Nagwa-Cairo-Egypt?o=52&l=sp&t=sj&a=python|search-v3|hpb|spbg
Odoo Developer,Confidential -,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/sfUxNSsuVCQZ-Odoo-Developer-Cairo-Egypt?o=53&l=sp&t=sj&a=python|search-v3|hpb|spbg
Computer Vision & Deep Learning Developer,Fruitful Solutions,"New Nozha, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/4l5ZyPAUKO4C-Computer-Vision-Deep-Learning-Developer-Fruitful-Solutions-Cairo-Egypt?o=54&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Embedded Linux Developer,El-Sewedy Electrometer,"6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/x00h4gjYjLWH-Senior-Embedded-Linux-Developer-El-Sewedy-Electrometer-Giza-Egypt?o=55&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Software Developer,Genify.ai,"New Cairo, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/1J6nTPX3s6KU-Senior-Software-Developer-Genify-ai-Cairo-Egypt?o=56&l=sp&t=sj&a=python|search-v3|hpb|spbg
System Administrator,korAddiction Sports Development & Entertainment,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/EoLNMJvN3Amm-System-Administrator-korAddiction-Sports-Development-Entertainment-Cairo-Egypt?o=57&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Implementation Consultant,Flairstech,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/9VNRM9BNrCzf-Senior-Implementation-Consultant-Flairstech-Cairo-Egypt?o=58&l=sp&t=sj&a=python|search-v3|hpb|spbg
Front End Developer,Charisma Design,"Nasr City, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/uRk7X7JdicAC-Front-End-Developer-Charisma-Design-Cairo-Egypt?o=59&l=sp&t=sj&a=python|search-v3|hpb|spbg
Application Support Engineer,Testing Geeks,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/xJGVvZUNLxdn-Application-Support-Engineer-Testing-Geeks-Giza-Egypt?o=60&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Backend Engineer,TEMPO,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/hodoLSAzrVbS-Senior-Backend-Engineer-TEMPO-Cairo-Egypt?o=61&l=sp&t=sj&a=python|search-v3|hpb|spbg
NodeJS Backend Developer,Rytalo,"Obour City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/eIy6RhjK2Ryu-NodeJS-Backend-Developer-Rytalo-Cairo-Egypt?o=62&l=sp&t=sj&a=python|search-v3|hpb|spbg
Backend Developer PHP/JAVA,Confidential -,"Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/pDY2WIRAtZWq-Backend-Developer-PHPJAVA-Cairo-Egypt?o=63&l=sp&t=sj&a=python|search-v3|hpb|spbg
ODOO Technical Support Engineer \ Development Specialist,ALMuazae,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/krhf1E2t4fj3-ODOO-Technical-Support-Engineer-Development-Specialist-ALMuazae-Cairo-Egypt?o=64&l=sp&t=sj&a=python|search-v3|hpb|spbg
Full Stack Developer,RentUp,"Zamalek, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/OQ6cptH3SHGL-Full-Stack-Developer-RentUp-Cairo-Egypt?o=65&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Software Testing Engineer,Informatique Education,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/LkRPrJnHqRff-Senior-Software-Testing-Engineer-Informatique-Education-Cairo-Egypt?o=66&l=sp&t=sj&a=python|search-v3|hpb|spbg
Software Tester,Wakeb Data,"Mohandessin, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/Ys9WUm2m8jXF-Software-Tester-Wakeb-Data-Giza-Egypt?o=67&l=sp&t=sj&a=python|search-v3|hpb|spbg
Curriculum Developer (Computer Science),iSchool,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/7KiybhNsGJmx-Curriculum-Developer-Computer-Science-iSchool-Cairo-Egypt?o=68&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior SRE/DevOps Engineer,Nana,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/o2aDGJTwlpxP-Senior-SREDevOps-Engineer-Nana-Cairo-Egypt?o=69&l=sp&t=sj&a=python|search-v3|hpb|spbg
Data Science Engineer,"Nile Bits, LLC","6th of October, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/Xp8BVfZo3KwP-Data-Science-Engineer-Nile-Bits-LLC-Giza-Egypt?o=70&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Full Stack .Net Developer,GET Group- Egypt,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/yRyD9keDATNh-Senior-Full-Stack-Net-Developer-GET-Group--Egypt-Cairo-Egypt?o=71&l=sp&t=sj&a=python|search-v3|hpb|spbg
Staff Backend Engineer - Customer Team,Nana,"Sheraton, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/TCGpKfHDbk0Z-Staff-Backend-Engineer---Customer-Team-Nana-Cairo-Egypt?o=72&l=sp&t=sj&a=python|search-v3|hpb|spbg
"Software Test Automation Engineer (Selenium, Cypress)",360Imaging,"Dokki, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/wgbpYrlOlpa4-Software-Test-Automation-Engineer-Selenium-Cypress-360Imaging-Giza-Egypt?o=73&l=sp&t=sj&a=python|search-v3|hpb|spbg
DevOps Engineer,TTC Technologies,"Heliopolis, Cairo, Egypt ",Freelance / Project,https://wuzzuf.net/jobs/p/syFHMTVtYwx4-DevOps-Engineer-TTC-Technologies-Cairo-Egypt?o=74&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Full Stack Developer (PHP Laravel & Vue.js),CrossWorkers,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/HIWhx7PGCVAN-Senior-Full-Stack-Developer-PHP-Laravel-Vuejs-CrossWorkers-Cairo-Egypt?o=75&l=sp&t=sj&a=python|search-v3|hpb|spbg
Full Stack Developer,Conference Organizing Bureau,"Mohandessin, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/WAsqVaRwGu73-Full-Stack-Developer-Conference-Organizing-Bureau-Giza-Egypt?o=76&l=sp&t=sj&a=python|search-v3|hpb|spbg
Quality Assurance Specialist ( Technical writer ),Biobusiness,"Haram, Giza, Egypt ",Part time,https://wuzzuf.net/jobs/p/RduoUhAuyKjw-Quality-Assurance-Specialist-Technical-writer-Biobusiness-Giza-Egypt?o=77&l=sp&t=sj&a=python|search-v3|hpb|spbg
Exploration Data Scientist,Sukari Gold Mines,"Qusayr, Red Sea, Egypt ",Work from home,https://wuzzuf.net/jobs/p/PqZvjraQxsI2-Exploration-Data-Scientist-Sukari-Gold-Mines-Red-Sea-Egypt?o=78&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Odoo Developer,Confidential -,"Victoria, Alexandria, Egypt ",Full time,https://wuzzuf.net/jobs/p/xnk6yBaan0be-Senior-Odoo-Developer-Alexandria-Egypt?o=79&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Odoo Development Specialist,Smart IT,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/KhWofoJgB2LC-Senior-Odoo-Development-Specialist-Smart-IT-Cairo-Egypt?o=80&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Backend Engineer - Platform Team,Nana,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/jHP5dkkcjmH3-Senior-Backend-Engineer---Platform-Team-Nana-Cairo-Egypt?o=81&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Data Scientist,Nana,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/S9C1J3EjbtK0-Senior-Data-Scientist-Nana-Cairo-Egypt?o=82&l=sp&t=sj&a=python|search-v3|hpb|spbg
Backend Engineer,TEMPO,"New Cairo, Cairo, Egypt ",Part time,https://wuzzuf.net/jobs/p/bYlfxZ6MB2Xv-Backend-Engineer-TEMPO-Cairo-Egypt?o=83&l=sp&t=sj&a=python|search-v3|hpb|spbg
Junior Digital Design Engineer, Si-Vision,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/0wjfkz7YxLzm-Junior-Digital-Design-Engineer-Si-Vision-Cairo-Egypt?o=84&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Digital Design Engineer, Si-Vision,"Sheraton, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/34yr254CFm8z-Senior-Digital-Design-Engineer-Si-Vision-Cairo-Egypt?o=85&l=sp&t=sj&a=python|search-v3|hpb|spbg
Systems Analyst,Confidential -,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/ImOtWYBlEkfE-Systems-Analyst-Cairo-Egypt?o=86&l=sp&t=sj&a=python|search-v3|hpb|spbg
Data Scientist,Cognitro Analytics ,"Maadi, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/YlmDpx2ff401-Data-Scientist-Cognitro-Analytics-Cairo-Egypt?o=87&l=sp&t=sj&a=python|search-v3|hpb|spbg
SOC L2 Engineer,ZINAD IT,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/JXJuoQ5mop00-SOC-L2-Engineer-ZINAD-IT-Cairo-Egypt?o=88&l=sp&t=sj&a=python|search-v3|hpb|spbg
Full Stack Developer,Master Linux,"Heliopolis, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/qGNpSCDf969p-Full-Stack-Developer-Master-Linux-Cairo-Egypt?o=89&l=sp&t=sj&a=python|search-v3|hpb|spbg
Odoo Developer - Remotely,Confidential -,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/Dc8monF5Sd5l-Odoo-Developer---Remotely-Cairo-Egypt?o=90&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Quality Control Engineer (Automation),700 apps,"Mohandessin, Giza, Egypt ",Full time,https://wuzzuf.net/jobs/p/pDDLu8Nz6HHg-Senior-Quality-Control-Engineer-Automation-700-apps-Giza-Egypt?o=91&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Odoo Developer,Arn,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/XDfcYileMjzl-Senior-Odoo-Developer-Arngeek-com-Cairo-Egypt?o=92&l=sp&t=sj&a=python|search-v3|hpb|spbg
Full Stack Developer,iSchool,"New Cairo, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/sCd2YoRzfO6G-Full-Stack-Developer-iSchool-Cairo-Egypt?o=93&l=sp&t=sj&a=python|search-v3|hpb|spbg
Odoo Developer,Gap Polymers ,"Maadi, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/GlAdbUj5PBt0-Odoo-Developer-Gap-Polymers-Cairo-Egypt?o=94&l=sp&t=sj&a=python|search-v3|hpb|spbg
Data Analyst,Emaar ,"Mokattam, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/DrUf7jmVPzGZ-Data-Analyst-Emaar-Cairo-Egypt?o=95&l=sp&t=sj&a=python|search-v3|hpb|spbg
Odoo Developer,Confidential -,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/iVJsy1VyDQOL-Odoo-Developer-Cairo-Egypt?o=96&l=sp&t=sj&a=python|search-v3|hpb|spbg
Junior Computer Vision Engineer,Beyond Apps Group,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/nZi4AsAZOvW7-Junior-Computer-Vision-Engineer-Beyond-Apps-Group-Cairo-Egypt?o=97&l=sp&t=sj&a=python|search-v3|hpb|spbg
Software Engineer,StatsBomb,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/PeYLgdWNH3Dg-Software-Engineer-StatsBomb-Cairo-Egypt?o=98&l=sp&t=sj&a=python|search-v3|hpb|spbg
Programming Instructor - Mansoura,PL-KSA,"Mansoura, Dakahlia, Egypt ",Full time,https://wuzzuf.net/jobs/p/j5UQmTBxJnAS-Programming-Instructor---Mansoura-PL-KSA-Dakahlia-Egypt?o=99&l=sp&t=sj&a=python|search-v3|hpb|spbg
Machine Learning Engineer,Caelum Egypt,"Dokki, Giza, Egypt ",Part time,https://wuzzuf.net/jobs/p/qqtdsKkAqwlW-Machine-Learning-Engineer-Caelum-Egypt-Giza-Egypt?o=100&l=sp&t=sj&a=python|search-v3|hpb|spbg
Cloud AI Engineer - Microsoft Azure,Cognitro Analytics ,"Maadi, Cairo, Egypt ",Work from home,https://wuzzuf.net/jobs/p/S6dlZYk4KjkS-Cloud-AI-Engineer---Microsoft-Azure-Cognitro-Analytics-Cairo-Egypt?o=101&l=sp&t=sj&a=python|search-v3|hpb|spbg
Computer Vision Tech Lead,Beyond Apps Group,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/j5sAIc63x4yC-Computer-Vision-Tech-Lead-Beyond-Apps-Group-Cairo-Egypt?o=102&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior GCP Cloud & DevOps Engineer,Confidential -,"Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/M7mFOUjsRr6U-Senior-GCP-Cloud-DevOps-Engineer-Cairo-Egypt?o=103&l=sp&t=sj&a=python|search-v3|hpb|spbg
Senior Stack Developer - MEAN/MERN,SmartTech Systems,"Nasr City, Cairo, Egypt ",Full time,https://wuzzuf.net/jobs/p/adXVDnRxY4Pr-Senior-Stack-Developer---MEANMERN-SmartTech-Systems-Cairo-Egypt?o=104&l=sp&t=sj&a=python|search-v3|hpb|spbg
